age,GPA,attendance,course_completion,assignment_delays,LMS_logins,forum_posts,night_study_hours,engagement_score,sentiment_score,motivation,emotional_exhaustion,depersonalization,personal_accomplishment,autonomy,competence,relatedness,O,C,E,A,N,burnout_score,burnout_level,dropout_status,time_to_dropout,gender_M,income_level_Low,income_level_Medium,nationality_DE,nationality_IN,nationality_UK,nationality_US,burnout_level_code
0.42794909297308587,-0.42167650868199813,-0.5515994330109363,-0.019529895935967587,0.0002360763509037816,0.044278467291953345,0.004090874324834791,-1.3701518767192082,-0.9377873791804104,0.8476000050057454,-0.7536619113851142,0.882870308105474,-1.4952742439496023,-1.1348554421295545,-0.27768746826433727,-0.2618742265358638,-1.5051932420171732,-1.5065182476247212,-1.6987758299151106,-0.30787628005846973,0.9244897520371327,0.42846480453362895,32,Medium,0,1,True,False,True,False,False,False,False,2
1.004440911077827,-1.3705193117231032,-1.2538235762459522,1.1550275247413246,-0.707992976360519,-0.8182890773564612,1.3190147644503232,0.5873002527726675,1.4589612163943977,-0.44564532566341875,-0.9325718492339441,0.7466143766130017,-1.0153384510362538,0.23274235111339608,-1.4411824470255274,0.321797897986864,-0.9126752357120269,1.6234864069125954,-1.045400510716991,-0.30787628005846973,1.6116553961270705,-0.6394818834388059,17,Low,0,62,True,False,False,True,False,False,False,1
-0.7250345432363964,-0.6841223903742183,0.6319769500592217,-0.5031711868030879,0.0002360763509037816,0.38930548515131913,-0.434217089050328,-1.7557027210986866,1.7307025589719982,0.6795448263754168,-1.5180560541143309,-0.2071771438343041,-1.289587475558167,0.16436246145124855,0.8858075104968528,1.4891421470323194,0.27236077689826554,0.4884297739485136,0.9147254468773672,-1.4437394285189487,1.130639445264114,-0.398332631315998,0,Low,0,84,False,False,True,True,False,False,False,1
-0.7250345432363964,-0.7850631141019959,-2.165870229365648,1.396848170174885,2.1249232344851725,0.561818994081002,-1.3108330158006536,0.20393809770859617,-0.9219266858602507,-0.879072396013899,0.1379491104483762,-1.0928406985353738,0.08165764705139963,0.8481613580727237,-0.27768746826433727,-0.8455463510585915,0.8648787832034117,0.7291993627590765,-0.28886066743495803,0.4149457235072896,-1.2400820268461714,-0.32943284499519576,0,Low,0,9,False,False,True,False,True,False,False,1
0.13970318392071532,0.022462675720221453,-1.3233694348491438,-0.9522666711796998,0.0002360763509037816,-0.9045458318213025,-0.8725250524254908,-0.13485214668235965,-1.1773424975249978,-0.6484939289063845,0.8465769055601973,1.7004058970603075,-0.8096516826448188,0.8481613580727237,-0.27768746826433727,-0.8455463510585915,1.457396789508558,0.041286251871754116,0.6396200493202643,-1.3404791422952687,0.6496234944011576,1.0485628814208492,25,Low,0,4,True,False,True,False,False,True,False,1
-0.4367886341840258,-3.0057590361130915,-0.7833802339511853,-1.0904498971417342,-0.707992976360519,0.6480757485458435,0.8807068010751604,0.09226782483448749,0.3037025303605794,1.5507453078942002,1.0353356073409226,-0.5478169725654848,-0.1240291213400354,0.9165412477348713,-0.27768746826433727,1.4891421470323194,-0.9126752357120269,-0.7498138256486666,-0.3920251915188716,-0.8585978065847626,-1.1370071802326809,0.42846480453362895,1,Low,1,62,False,True,False,True,False,False,False,1
1.2926868201301975,-1.0273208510486602,0.9429984004771818,0.04956171704504961,1.4166941817737495,-0.3870053050322539,0.4423988376999976,0.8514053140537745,0.2983369491396464,-1.5516438586921244,-0.09024001449695547,1.0872542053441823,1.0415292328780963,-0.38267665584593163,1.467554999877448,-0.2618742265358638,-1.5051932420171732,1.6234864069125954,1.0866663203505567,1.4475485857440886,1.3711474206955923,-0.5705820971180036,61,High,0,63,False,False,False,True,False,False,False,0
0.42794909297308587,-1.3099548774864365,-0.0601728631314003,-1.366816349065803,0.0002360763509037816,-0.8182890773564612,-1.3108330158006536,0.6481676255173793,-0.653469530828464,1.421188976457265,-0.7306643161414171,1.1553821710904184,0.8358424644866613,-0.3142967661837841,-0.8594349576449323,0.9054700225095916,0.27236077689826554,-1.196957347725426,-0.9422359866330774,-1.5469997147426287,-1.5836648488911405,0.3595650182128267,58,Medium,1,122,False,False,True,False,False,False,True,2
1.580932729182568,-0.6437461008831075,-1.0961933135628967,-1.7468202204613974,-0.707992976360519,0.21679197622163623,-0.434217089050328,1.1596138394738857,-0.062444876613176464,0.5168377473558036,0.44507444859596335,-1.7059923902514988,0.2873444154428347,-0.24591687652163657,-0.8594349576449323,0.9054700225095916,-1.5051932420171732,0.45403411840414754,1.5681007660754867,-0.7209174249531893,-0.7934243581877118,-1.2940298534864272,7,Low,0,20,False,True,False,False,False,False,False,1
-1.3015263613411374,1.3346920841813235,-0.19316535528900894,1.396848170174885,-0.707992976360519,-0.6457755684267782,1.3190147644503232,-0.9622883189721249,0.08441357373112761,-0.7371418173134981,-1.0325810005198848,0.882870308105474,1.178653745139053,-0.7929559938188168,-0.27768746826433727,-0.2618742265358638,-0.3201572294068807,-0.4746485812937376,-0.9422359866330774,-1.2716389514794821,0.9244897520371327,0.2906652318920245,66,High,0,1,False,False,True,False,False,False,False,0
-0.4367886341840258,-1.4916481801964347,0.7385164996730031,-1.6777286074803803,0.0002360763509037816,1.338129784264575,0.8807068010751604,-0.2218036115088124,0.9033608877205035,-1.4177732771302043,0.5394982657750989,-0.07092121234183184,0.4930311838342697,0.5746417994241337,-0.8594349576449323,-1.4292184755813193,1.457396789508558,-0.6466268590155683,-1.011012336022353,1.034507440849369,0.3403989545606856,-1.3284797466468283,22,Low,0,71,False,False,False,False,False,False,True,1
-0.4367886341840258,-1.108073430030882,-1.2234483596051229,0.2568365559881012,0.0002360763509037816,1.338129784264575,-1.7491409791758166,-0.2388628128432709,-1.6194926698167977,0.7027292425759091,-0.6720878264968314,0.6784864108667655,-1.0153384510362538,-0.10915709719734153,0.3040600211162578,1.4891421470323194,-0.9126752357120269,-0.853000792281765,-1.2173413841901803,0.9656672500335824,0.9588480342416296,-1.1217803876844217,21,Low,1,46,True,False,True,True,False,False,False,1
-1.589772270393508,-0.462052798173109,-0.7803911978207325,-1.712274413970889,-0.707992976360519,0.9931027664052092,-0.8725250524254908,0.5069787653526121,0.336814405973613,1.4746084232575087,-0.7614054560756606,-0.5478169725654848,0.08165764705139963,0.4378820200998387,0.8858075104968528,0.321797897986864,-0.9126752357120269,-0.16508768139444258,-0.28886066743495803,0.2772653418757164,1.2680725740821017,-0.949530921882416,11,Low,1,16,False,False,True,False,False,True,False,1
-1.0132804522887668,-0.1592306269897779,1.9865400958659334,1.4659397831559022,0.0002360763509037816,0.8205892574755264,3.510554581326138,0.29912318584492403,1.2426787070116954,-1.1921467448905911,-0.8154152045760487,-1.6378644245052627,1.6585895380524014,0.9165412477348713,0.3040600211162578,-0.2618742265358638,-0.3201572294068807,-1.2657486588141582,1.6712652901594003,1.5163887765598751,-1.5493065666866435,-1.5007292124488338,11,Low,0,91,False,True,False,False,False,True,False,1
-1.0132804522887668,-0.017913613770889417,1.6813932695267162,1.1204817182508162,0.7084651290623266,1.338129784264575,-1.3108330158006536,0.736214683503519,-0.5066071932737543,-1.2625629309682047,0.07954333145099843,1.2235101368366545,-0.4668404019924271,-0.5194364351702266,-0.27768746826433727,-1.4292184755813193,0.27236077689826554,0.07568190741612023,0.8115609227934536,-1.478159523926842,0.5465486477876669,-1.4318294261280318,43,Medium,0,4,False,False,False,False,False,True,False,2
-0.4367886341840258,-1.431083745959769,-1.3233411787423066,-1.4013621555563116,0.0002360763509037816,0.1305352217567948,0.004090874324834791,-1.3099419719869185,-1.610773515761019,0.44853309263856467,-0.4414744363180101,-1.2972245957740822,0.4930311838342697,-0.9980956628052593,-0.8594349576449323,1.4891421470323194,-0.3201572294068807,-0.2682746480275409,1.5337125913808487,-1.3748992377031621,-0.7934243581877118,1.5308613856664648,27,Low,0,22,True,False,True,False,False,True,False,1
-0.14854272513165526,-1.2292022985042146,1.1407027739067022,0.5677488144026785,1.4166941817737495,0.21679197622163623,-0.434217089050328,0.8321961359622202,0.763057199511394,0.5887239378529113,0.5263649322532274,-1.7059923902514988,-1.426711987819124,-0.7929559938188168,0.8858075104968528,-1.4292184755813193,-1.5051932420171732,1.210738540380202,1.0178899709612808,1.378708394928302,0.37475723676518247,-0.8806311355616137,0,Low,1,4,True,False,True,False,True,False,False,1
-0.14854272513165526,0.789612176051327,-1.416529629261058,-1.0904498971417342,0.7084651290623266,1.7694135565887823,0.004090874324834791,-0.20210496789663226,1.9695351287006968,-0.7801747802801476,-0.24538174748143596,1.0191262395979461,-1.3581497316886455,0.4378820200998387,0.3040600211162578,0.9054700225095916,0.27236077689826554,1.5890907513682293,-0.18569614335104442,0.8624069638099026,0.51219036558317,1.565311278826866,13,Low,0,121,False,False,True,False,False,True,False,1
0.7161950020254565,0.6886714523235494,-0.26159032970594737,-0.6413544127651224,0.0002360763509037816,0.8205892574755264,0.8807068010751604,-0.22418486812289773,-0.2680845253395628,0.5640713865583852,1.3587879700813834,0.33784658213558494,-0.5354026581229054,-1.0664755524674068,0.3040600211162578,-1.4292184755813193,-0.9126752357120269,1.210738540380202,-0.8734596372438017,-1.4093193331110554,0.27168239015169177,1.2208123472228547,37,Medium,0,17,False,True,False,False,False,True,False,2
0.13970318392071532,-0.5226172324097749,1.2672158288766715,0.04956171704504961,0.7084651290623266,-1.0770593407509854,-0.8725250524254908,-0.5242634447356059,-0.5383638484730267,-1.5372448213396666,-1.900363644508472,-1.7059923902514988,0.6987179522257047,-1.6818945594267345,-0.27768746826433727,-1.4292184755813193,0.8648787832034117,-1.196957347725426,-0.4951897156027852,1.6540691581914484,1.4055057029000892,-0.46723241763680023,34,Medium,0,17,True,True,False,False,True,False,False,2
-0.4367886341840258,-0.6437461008831075,0.3330305874709827,0.7750236533457302,0.0002360763509037816,0.9931027664052092,0.004090874324834791,0.5434131788469477,0.5716022335669899,1.6349629226542641,0.1485567222324434,0.20159065064311268,0.15021990318187797,1.6003401443563465,0.3040600211162578,-0.2618742265358638,0.27236077689826554,-1.0937703810923278,0.0894092542060585,-1.030698283624229,1.3711474206955923,-0.6394818834388059,6,Low,0,36,False,False,True,True,False,False,False,1
1.004440911077827,1.2135632157079908,1.4079228123294678,-1.19408731661326,1.4166941817737495,0.21679197622163623,1.7573227278254862,0.4856965124718525,1.1887237366504273,-0.8715509879922628,0.6362641063305918,0.33784658213558494,1.384340513530488,-1.6818945594267345,-0.8594349576449323,0.9054700225095916,-0.3201572294068807,-0.2338789924831748,-0.2200843180456823,-0.9962781882163357,-0.6903495115742212,1.0830127745812503,74,High,0,18,True,False,False,False,False,True,False,0
-0.4367886341840258,0.20415597843021993,-0.8120450607421813,-0.5031711868030879,0.7084651290623266,-0.214491796102571,-1.3108330158006536,1.4058350219309441,-0.23406269735690619,1.0002077027030396,-0.1614943546060076,0.20159065064311268,-0.6039649142533837,0.23274235111339608,-0.8594349576449323,-1.4292184755813193,-1.5051932420171732,-1.6441008698021855,-1.561223131136559,-0.03251551679532332,-0.8621409225967057,-0.15718337919319014,15,Low,1,65,False,True,False,False,True,False,False,1
-0.7250345432363964,-0.6639342456286633,-0.9031811662730164,0.015015910554541012,0.0002360763509037816,1.9419270655184653,1.7573227278254862,0.560370981364721,0.5849709201311628,0.9816387903322041,-1.508232174859552,0.20159065064311268,0.972966976747618,1.395200475369904,-0.8594349576449323,1.4891421470323194,-1.5051932420171732,1.2795298514689344,0.8459490974880916,-0.7553375203610826,0.03117441472021353,-1.4662793192884327,21,Low,1,16,True,True,False,False,True,False,False,1
-0.7250345432363964,-0.40148836393644316,-0.8124330868745054,1.1895733312318333,-1.4162220290719418,2.1144405744481483,0.4423988376999976,-2.1060069563272323,-0.49806029012141606,1.646873790060059,-0.8382421526152259,-1.2972245957740822,0.2873444154428347,0.4378820200998387,-0.8594349576449323,-0.8455463510585915,0.8648787832034117,1.5546950958238632,1.0178899709612808,1.2410280132967288,-1.411873437868656,-1.6729786782508396,3,Low,0,43,False,False,False,False,True,False,False,1
1.004440911077827,-2.016539943580876,0.28823491623516256,-0.08862150891698478,-0.707992976360519,-1.3358296041455098,0.004090874324834791,-0.40679246333190855,-0.07941089882484843,-0.4697568552596421,-1.2167014081900753,-0.07092121234183184,-1.426711987819124,0.09598257178910104,-1.4411824470255274,0.9054700225095916,-1.5051932420171732,0.006890596327388002,-0.6671305890759746,1.2066079178888356,-0.5529163827562337,0.3595650182128267,1,Low,1,141,False,False,False,False,False,False,False,1
-1.3015263613411374,0.04265082046577644,0.5148318017087657,1.1895733312318333,0.7084651290623266,1.0793595208700508,-0.434217089050328,-1.095927386698295,-0.8432670543074297,-0.4760145917320034,1.3181805569463123,0.7466143766130017,0.6987179522257047,1.531960254694199,-1.4411824470255274,0.9054700225095916,0.27236077689826554,-0.6122312034712021,1.1210544950451944,-1.6158399055584152,-1.411873437868656,1.3930618130248604,23,Low,0,9,True,True,False,False,False,False,False,1
0.42794909297308587,0.14359154419355316,-1.5315091121541138,0.360473975459627,-1.4162220290719418,0.21679197622163623,0.004090874324834791,1.1250943356120449,0.6096437327967782,-1.1192001805378626,-0.7550534566778709,0.06533471915064042,1.4529027696609664,0.8481613580727237,-0.27768746826433727,1.4891421470323194,-0.3201572294068807,-0.16508768139444258,-1.286117733579456,0.346105532691503,-0.6903495115742212,-1.5007292124488338,34,Medium,0,1,False,False,True,False,False,False,True,2
1.580932729182568,-1.2090141537586596,-0.7428179635650975,-0.9868124776702083,2.1249232344851725,-0.4732620594970953,-0.434217089050328,-1.3980322726728163,0.08310461233266558,-0.4002849291089415,-2.2927807794534125,1.7004058970603075,-0.6039649142533837,-1.339995111115997,-0.8594349576449323,0.321797897986864,1.457396789508558,1.6922777180013278,-0.7015187637706124,-0.8585978065847626,-1.0339323336191901,-0.22608316551399238,60,Medium,1,26,False,False,True,True,False,False,False,2
-1.589772270393508,1.2539395051991016,0.911284657785395,-0.36498796084105356,1.4166941817737495,0.6480757485458435,-0.434217089050328,1.426217515456624,-0.30982767520972027,0.4523915502046252,-0.019003948506066827,0.06533471915064042,-0.6725271703838621,-0.7929559938188168,0.8858075104968528,0.9054700225095916,-0.9126752357120269,1.3827168181020326,0.5708436999309886,1.275448108704622,-0.48419981834723985,-1.1217803876844217,27,Low,0,46,True,False,True,True,False,False,False,1
0.7161950020254565,-1.6733414829064341,2.087782723426309,1.1204817182508162,-0.707992976360519,-0.214491796102571,0.004090874324834791,-1.6438403380791156,-0.5238998320014184,-0.6149327466832368,-0.12586018827496662,-0.4796890068192486,0.6987179522257047,-0.5878163248323742,0.3040600211162578,-0.8455463510585915,0.8648787832034117,-1.4721225920803551,0.7771727480988158,-0.23903608924268313,-1.686739695504631,-1.1906801740052237,36,Medium,0,18,False,True,False,False,True,False,False,2
-1.3015263613411374,-0.1794187717353329,0.9663477610335814,-0.2958963478600364,-0.707992976360519,-0.30074855056741245,0.004090874324834791,0.3666795226322644,0.8777741418927437,-0.35979196081734205,-1.7575920737572626,-0.8884568012966654,1.5900272819219232,-0.5878163248323742,-0.27768746826433727,-1.4292184755813193,1.457396789508558,0.17886887404921858,1.464936241991573,0.07074476942835659,1.7147302427405613,-0.8806311355616137,43,Medium,0,26,False,True,False,False,False,True,False,2
-1.3015263613411374,0.789612176051327,0.550768355359412,1.4659397831559022,-0.707992976360519,-1.3358296041455098,-1.3108330158006536,-0.19167166794960655,0.20505643717485114,1.2471132306207788,1.3943709325198133,1.2235101368366545,1.4529027696609664,-0.10915709719734153,0.3040600211162578,-1.4292184755813193,0.27236077689826554,-1.128166036636694,0.467679175847075,-0.44555666169004293,-0.03754214968878026,0.5318144840148323,65,High,1,27,False,False,True,False,False,False,False,0
0.7161950020254565,-1.2292022985042146,-0.19986465104688553,0.3259281689691184,0.7084651290623266,-1.4220863586103512,0.8807068010751604,-1.173897999868237,0.7289761179766411,-1.432413023245423,0.9291628453145423,0.6103584451205295,0.561593439964748,-0.8613358834809643,-0.8594349576449323,-1.4292184755813193,1.457396789508558,1.6578820624569617,1.5337125913808487,-1.1339585698479089,-1.0682906158236871,-0.46723241763680023,54,Medium,0,18,True,True,False,False,True,False,False,2
-0.4367886341840258,1.2135632157079908,0.6332252602813477,0.08410752353555821,-1.4162220290719418,-0.214491796102571,0.4423988376999976,1.0533662256493166,-1.0338305595438417,0.9112456878142465,-0.35721048365334795,1.3597660683291268,-0.9467761949057755,0.5062619097619862,-0.8594349576449323,-0.8455463510585915,-0.3201572294068807,-1.3345399699028906,0.33012647706852355,1.2066079178888356,0.5809069299921638,0.9107633087792447,23,Low,0,134,True,False,True,False,False,False,False,1
1.580932729182568,-1.6329651934153233,0.7709612533502535,-0.33044215435054497,-0.707992976360519,0.38930548515131913,-0.434217089050328,0.281544446626364,0.109277422703415,0.0717306762831085,0.5059758975552455,0.06533471915064042,0.355906671573313,-1.0664755524674068,0.8858075104968528,-0.2618742265358638,0.27236077689826554,0.9699689515696392,0.8115609227934536,-0.06693561220321663,-0.5529163827562337,0.11841576609001885,46,Medium,1,15,True,False,True,True,False,False,False,2
-0.14854272513165526,2.061465295021318,0.9445768317442247,-0.5377169932935966,-1.4162220290719418,0.734332503010685,0.004090874324834791,-0.5407577140235208,-0.9474535175537141,0.5808415984361378,0.10000675833095753,-0.4115610410730125,-1.7009610123410372,-0.7929559938188168,-0.8594349576449323,-0.8455463510585915,-0.3201572294068807,-0.9561877589148633,1.0178899709612808,0.8624069638099026,0.4778320833786731,-1.0528806013636194,5,Low,0,41,True,False,True,False,False,False,False,1
1.580932729182568,1.5365735316368778,-1.1428036775719979,1.051390105269799,0.0002360763509037816,-1.5083431130751928,-0.434217089050328,0.30614727223682403,-0.018672509308355584,1.6848057827408256,-0.7036468135788229,0.4059745478818211,1.178653745139053,-1.203235331791702,-1.4411824470255274,-0.8455463510585915,0.8648787832034117,-0.4402529257493715,1.3617717179076594,0.7247265821783293,-0.4154832539382461,1.599761171987267,65,High,0,21,True,False,True,True,False,False,False,0
-0.14854272513165526,-1.128261574776438,-0.31089135174167104,-1.3322705425752943,1.4166941817737495,0.044278467291953345,-0.434217089050328,0.5374102052961905,0.4181102444424694,1.1927640512266566,1.5382616236784539,1.5641499655678353,1.384340513530488,-0.45105654550807917,0.8858075104968528,0.9054700225095916,0.8648787832034117,1.6922777180013278,-0.9766241613277153,-0.37671647087425636,0.37475723676518247,0.4973645908544312,74,High,1,13,True,True,False,False,True,False,False,0
-1.589772270393508,0.0022745309746655703,-0.0019471110293827476,-0.2613505413695278,-0.707992976360519,-0.041978287172888096,-1.7491409791758166,0.9739163873618146,-1.7713470114691223,0.7609795127865686,0.583764278905608,-0.4115610410730125,-1.6323987562105589,0.23274235111339608,0.3040600211162578,0.9054700225095916,1.457396789508558,-1.4033312809916227,0.3989028264577993,0.3805256280993963,1.164997727468611,0.704063949816838,0,Low,1,88,True,False,True,False,True,False,False,1
0.7161950020254565,-1.3099548774864365,0.5810781675238503,-0.6413544127651224,-0.707992976360519,0.9931027664052092,1.3190147644503232,-0.19837403196563164,0.9423790425499905,0.4066276569095315,1.9926214679345429,-1.5016084930127906,1.0415292328780963,0.3011222407755436,-0.27768746826433727,-1.4292184755813193,-0.3201572294068807,-0.9905834144592294,0.15818560359533423,-1.4093193331110554,-1.1026488980281839,1.3241620267040581,13,Low,1,1,True,True,False,False,False,False,False,1
1.004440911077827,0.16377968893910905,1.3539378388049172,-0.2958963478600364,-1.4162220290719418,1.2518730297997336,-0.434217089050328,0.20270411074937789,0.25206286859252797,-0.6933014091937737,-0.7444368695029855,0.2697186163893488,-0.7410894265143404,-1.6818945594267345,0.3040600211162578,-0.2618742265358638,-0.3201572294068807,-0.37146161466063926,-0.32324884212959587,1.3098682041125154,0.202965825742698,0.7729637361376401,42,Medium,1,21,True,False,True,False,False,False,True,2
1.004440911077827,0.46660186012244015,1.0842021693901462,0.015015910554541012,-0.707992976360519,-1.3358296041455098,-1.3108330158006536,-0.32008012610780107,-0.5006450115371438,-1.2212726360267643,-0.9095003840949224,0.20159065064311268,-0.4668404019924271,1.121680916721314,0.3040600211162578,0.321797897986864,0.27236077689826554,1.210738540380202,-1.595611305831197,-1.6502600009663084,1.474222267309083,-1.4318294261280318,4,Low,0,40,False,True,False,False,True,False,False,1
1.2926868201301975,-0.5428053771553307,-1.0327085565177945,-1.021358284160717,-0.707992976360519,-1.9396268853993999,0.004090874324834791,0.0632175221456687,-0.46646229376870024,-0.9910315177200615,-1.222674113492796,-0.4115610410730125,1.7271517941828798,0.5746417994241337,-0.27768746826433727,0.9054700225095916,-1.5051932420171732,0.6260123961259781,-0.8734596372438017,0.4837859143230762,1.5772971139225738,1.1863624540624536,35,Medium,0,1,True,False,True,False,False,False,False,2
